-9.898990099009900845e-03,-9.801979896970194677e-05
-9.900990099009901110e-03,-9.999990202010008164e-05
-1.009898989901009993e-02,-1.000099010291059787e-04
-9.899010101009901585e-03,1.009899019703940629e-04
-9.898990098989899483e-03,-1.019902970196019883e-06
-9.901009899009900056e-03,-1.010098019804970073e-04
-1.010101010100990238e-02,-9.802990196999589621e-09
-9.901010099010102219e-03,-1.000198999802970389e-04
-1.010101009900989978e-02,-9.900999901990002391e-03
-1.010098989898990107e-02,-1.000099990100019806e-02
-1.010098989898989934e-02,-9.900010000000099633e-03
-1.010101010100990064e-02,-9.900999999990098277e-03
-1.010101009898990189e-02,3.009900010104635577e-08
-1.010101010000990021e-02,-1.000099009900980163e-02
-1.010101010098990101e-02,1.010101029802965105e-06
-1.010101010100990064e-02,-9.900000000000096223e-03
-1.010100010099990002e-02,-9.900999901019899921e-03
0.000000000000000000e+00,0.000000000000000000e+00
