-9.901010000000000019e-03,9.595989893059505127e-09
-1.009899010098990260e-02,-9.800969999920202498e-05
-1.009898990099009942e-02,-9.799989800970696830e-05
-1.010101009901010101e-02,1.010097999894989698e-04
-9.899009898990101392e-03,-9.898980098039797187e-05
-1.009899010098989913e-02,-9.899960196049802769e-05
-9.901010099010102219e-03,-1.009903029797040632e-04
-9.900990100990101836e-03,-1.009801960693009577e-04
-1.010099010098990113e-02,-1.000002000196039548e-02
-1.010098989899010057e-02,9.901980301019534516e-07
-1.010101010100990238e-02,-9.900009902950599253e-03
-1.010101010100990238e-02,1.000000000000000048e-04
-1.010101009900989978e-02,9.998009702960494694e-05
-1.010101009899000077e-02,1.009900999999019562e-02
-1.010100990098990181e-02,-9.900989999019803312e-03
-1.010101000099990036e-02,-9.901000097019604235e-03
9.899990099009901845e-03,-1.010099009900990163e-02
0.000000000000000000e+00,0.000000000000000000e+00
