-1.010098989899010057e-02,1.999406971894959705e-08
-1.010101010100990238e-02,-9.998999799020203973e-07
-9.900989899000000108e-03,9.998039502970409911e-05
-1.009899009898990174e-02,-9.900989898969507789e-05
-9.898989899009901644e-03,9.998029802969800859e-05
-9.900990101009901970e-03,-9.898990101090089568e-05
-1.009898990100990129e-02,1.020099010003000495e-04
-9.898990099010100338e-03,-1.009996989294980176e-04
-1.010099009900989990e-02,-1.000099010000020036e-02
-1.010099010101010199e-02,9.995999997990398587e-05
-1.010099009900990163e-02,-9.900999800990305938e-03
-1.010101009900989978e-02,-1.000001020199009667e-02
-1.010101010100990238e-02,-2.009901000098999774e-04
-1.010101010100990064e-02,2.009900980201999603e-04
-9.999010100009900551e-03,-1.010100009900009692e-02
-1.010101010101010013e-02,-9.900000000000000813e-03
9.898990099999902328e-03,-1.010099009900990163e-02
0.000000000000000000e+00,0.000000000000000000e+00
