-1.009899000000000040e-02,-2.970794068810999183e-10
-1.009900989900989858e-02,-2.020000980888109695e-06
-9.898989899010099403e-03,9.900029905980101943e-05
-9.898990098989901218e-03,1.010195979505032044e-08
-9.901009900989901288e-03,-9.802000199020094570e-05
-9.899010099009900726e-03,-2.019802930006034218e-08
-1.010099009900990163e-02,1.010197039998950039e-04
-9.901010101010101344e-03,-9.800979798089498813e-05
-1.010101009898990015e-02,-1.000001979997010119e-02
9.900990101010099728e-03,-1.010099009999010020e-02
-1.010101009900990152e-02,-1.979899990299999645e-06
1.009900990098990155e-02,-1.010100000000010295e-02
-1.010100989899010045e-02,9.800010299980200297e-05
-1.010099000099009929e-02,-9.899980101009899294e-03
1.010098990098989846e-02,-1.009899010000000000e-02
-1.010099990099009963e-02,-1.009999010098990187e-02
9.900990000009900205e-03,-1.010099009900990163e-02
0.000000000000000000e+00,0.000000000000000000e+00
