-9.898989999999999873e-03,-1.000005010795937468e-08
-9.900989898990001162e-03,-3.999899009800997370e-08
-1.009899009900999851e-02,-9.999960797949605631e-07
-9.899009898990099657e-03,9.701000005951287746e-07
-1.009898989901009993e-02,1.010297999988070003e-06
-1.010098989899010057e-02,-1.000296009510950261e-04
-1.010101009900990152e-02,-1.019799990100990180e-04
-1.009900990100990117e-02,-9.900009700019905899e-05
-1.010100990100990144e-02,1.990298039606009730e-06
-1.010101010100990238e-02,-9.900009801010099808e-03
-1.010101010099010051e-02,-9.995999900999900272e-05
-1.010098990101010105e-02,1.999998019798980374e-06
-1.010099009900990163e-02,-1.000198019900990117e-02
9.898989901010101997e-03,-1.010100999999999881e-02
-1.010101000100999992e-02,-1.000199999801979975e-02
-1.010099990099000075e-02,-1.000198000000990066e-02
-1.009898990099010116e-02,-1.010099009900990163e-02
0.000000000000000000e+00,0.000000000000000000e+00
