-1.000000000000000021e-02,2.000100020594921415e-06
-9.900990098999999309e-03,-1.029900919599047663e-08
-1.010099009901010113e-02,-9.900989999950698158e-05
-9.900990101010000849e-03,-9.801960099019596149e-05
-1.010101009901010101e-02,9.803019998990690485e-07
-9.900990099009901110e-03,-9.800970397049304020e-05
-9.901010099009900992e-03,-9.900980102020005326e-05
-9.901010098989901365e-03,9.701980202070424898e-09
-9.901010098989901365e-03,-1.010100000197029779e-02
-1.010099010100990076e-02,-9.998009800000297320e-03
-1.010101009900990152e-02,9.999990099979804217e-03
-1.010101009900990152e-02,-1.000000000000000021e-02
-1.009901009898989815e-02,1.009900009900990131e-02
1.010000990099009857e-02,-1.010100010100000237e-02
-1.010099009901009939e-02,-1.000000000000010082e-02
-1.010101010000990195e-02,-9.900990099009901110e-03
-1.010100990099009957e-02,-1.000099009900990051e-02
0.000000000000000000e+00,0.000000000000000000e+00
