-1.000000000000000021e-02,2.000299040200959887e-06
-9.900990101010099728e-03,-2.019599029505950862e-06
-1.009899010100989876e-02,-9.697989205910162547e-09
-1.010099010099000001e-02,-9.899000301940099906e-05
-1.010100989900990058e-02,9.797019800059700962e-05
-9.901010099009900992e-03,2.980496049502960172e-06
-9.900990100989898873e-03,9.901999895019901758e-05
-9.898990099009899110e-03,1.979799980394037702e-08
-1.010100990098990181e-02,1.000098989698999970e-02
-1.010098990100989982e-02,1.000098019801040281e-02
-1.010099009901009939e-02,-9.898999899970199398e-03
-1.010099010099010236e-02,-9.999009901990199220e-03
-1.010100989899010045e-02,-1.000001000099999884e-02
-9.900990099009899376e-03,-1.010099009900990163e-02
-1.010100989900999773e-02,-9.900990099989799564e-03
-1.010100990101009920e-02,-9.901000198019802023e-03
9.900989900009900604e-03,-1.010101009900990152e-02
0.000000000000000000e+00,0.000000000000000000e+00
