-1.009899010000000000e-02,9.704010389014309398e-13
-9.900989899009900175e-03,1.020101970095039355e-06
-9.900990099010100604e-03,-9.902980393039205486e-05
-9.901009899009900056e-03,9.803980101969899512e-07
-1.010098990101010105e-02,-2.040000970395030201e-06
-9.900990099009901110e-03,9.801009801979996422e-05
-9.901010100989898755e-03,1.000299000000010123e-04
-1.009899009900989963e-02,-1.000196009701970337e-04
-1.010098990100989982e-02,1.000102000102010003e-02
-1.009899009900990137e-02,1.010001000001980662e-02
-1.010101009898990189e-02,1.009901990199999774e-04
-1.010101009900989978e-02,-1.000198019801990142e-02
-1.010101010100990064e-02,-9.999980199009902634e-03
-1.010101009900000145e-02,-1.000201019800989882e-02
-1.010100990098999896e-02,-1.010101009900990152e-02
9.900990099009899376e-03,-1.010099009899980207e-02
9.899989899009900909e-03,-1.010100020002000290e-02
0.000000000000000000e+00,0.000000000000000000e+00
